Year,Area_of_Residence,Sex,Age_at_Death,VALUE
2013,South Tipperary,Male,10 - 14 years,0.0
2013,South Tipperary,Male,15 - 19 years,1.0
2013,South Tipperary,Male,20 - 24 years,2.0
2013,South Tipperary,Male,25 - 29 years,0.0
2013,South Tipperary,Male,30 - 34 years,3.0
2013,South Tipperary,Male,35 - 39 years,6.0
2013,South Tipperary,Male,40 - 44 years,2.0
2013,South Tipperary,Male,45 - 49 years,13.0
2013,South Tipperary,Male,50 - 54 years,14.0
2013,South Tipperary,Male,55 - 59 years,14.0
2013,South Tipperary,Male,60 - 64 years,31.0
2013,South Tipperary,Male,65 - 69 years,45.0
2013,South Tipperary,Male,70 - 74 years,31.0
2013,South Tipperary,Male,75 - 79 years,64.0
2013,South Tipperary,Male,80 - 84 years,61.0
2013,South Tipperary,Male,85 years and over,107.0
2013,South Tipperary,Male,All ages,397.0
2013,South Tipperary,Female,Under 1 year,1.0
2013,South Tipperary,Female,1 - 4 years,0.0
2013,South Tipperary,Female,5 - 9 years,0.0
2013,South Tipperary,Female,10 - 14 years,0.0
2013,South Tipperary,Female,15 - 19 years,1.0
2013,South Tipperary,Female,20 - 24 years,0.0
2013,South Tipperary,Female,25 - 29 years,1.0
2013,South Tipperary,Female,30 - 34 years,1.0
2013,South Tipperary,Female,35 - 39 years,2.0
2013,South Tipperary,Female,40 - 44 years,0.0
2013,South Tipperary,Female,45 - 49 years,5.0
2013,South Tipperary,Female,50 - 54 years,6.0
2013,South Tipperary,Female,55 - 59 years,9.0
2013,South Tipperary,Female,60 - 64 years,16.0
2013,South Tipperary,Female,65 - 69 years,21.0
2013,South Tipperary,Female,70 - 74 years,25.0
2013,South Tipperary,Female,75 - 79 years,31.0
2013,South Tipperary,Female,80 - 84 years,54.0
2013,South Tipperary,Female,85 years and over,163.0
2013,South Tipperary,Female,All ages,336.0
2013,Carrick-on-Suir Town,Both sexes,Under 1 year,0.0
2013,Carrick-on-Suir Town,Both sexes,1 - 4 years,0.0
2013,Carrick-on-Suir Town,Both sexes,5 - 9 years,0.0
2013,Carrick-on-Suir Town,Both sexes,10 - 14 years,0.0
2013,Carrick-on-Suir Town,Both sexes,15 - 19 years,0.0
2013,Carrick-on-Suir Town,Both sexes,20 - 24 years,1.0
2013,Carrick-on-Suir Town,Both sexes,25 - 29 years,0.0
2013,Carrick-on-Suir Town,Both sexes,30 - 34 years,0.0
2013,Carrick-on-Suir Town,Both sexes,35 - 39 years,1.0
2013,Carrick-on-Suir Town,Both sexes,40 - 44 years,0.0
2013,Carrick-on-Suir Town,Both sexes,45 - 49 years,1.0
2013,Carrick-on-Suir Town,Both sexes,50 - 54 years,1.0
2013,Carrick-on-Suir Town,Both sexes,55 - 59 years,4.0
2013,Carrick-on-Suir Town,Both sexes,60 - 64 years,4.0
2013,Carrick-on-Suir Town,Both sexes,65 - 69 years,4.0
2013,Carrick-on-Suir Town,Both sexes,70 - 74 years,5.0
2013,Carrick-on-Suir Town,Both sexes,75 - 79 years,9.0
2013,Carrick-on-Suir Town,Both sexes,80 - 84 years,17.0
2013,Carrick-on-Suir Town,Both sexes,85 years and over,17.0
2013,Carrick-on-Suir Town,Both sexes,All ages,64.0
2013,Carrick-on-Suir Town,Male,Under 1 year,0.0
2013,Carrick-on-Suir Town,Male,1 - 4 years,0.0
2013,Carrick-on-Suir Town,Male,5 - 9 years,0.0
2013,Carrick-on-Suir Town,Male,10 - 14 years,0.0
2013,Carrick-on-Suir Town,Male,15 - 19 years,0.0
2013,Carrick-on-Suir Town,Male,20 - 24 years,1.0
2013,Carrick-on-Suir Town,Male,25 - 29 years,0.0
2013,Carrick-on-Suir Town,Male,30 - 34 years,0.0
2013,Carrick-on-Suir Town,Male,35 - 39 years,0.0
2013,Carrick-on-Suir Town,Male,40 - 44 years,0.0
2013,Carrick-on-Suir Town,Male,45 - 49 years,1.0
2013,Carrick-on-Suir Town,Male,50 - 54 years,1.0
2013,Carrick-on-Suir Town,Male,55 - 59 years,1.0
2013,Carrick-on-Suir Town,Male,60 - 64 years,3.0
2013,Carrick-on-Suir Town,Male,65 - 69 years,3.0
2013,Carrick-on-Suir Town,Male,70 - 74 years,2.0
2013,Carrick-on-Suir Town,Male,75 - 79 years,6.0
2013,Carrick-on-Suir Town,Male,80 - 84 years,7.0
2013,Carrick-on-Suir Town,Male,85 years and over,5.0
2013,Carrick-on-Suir Town,Male,All ages,30.0
2013,Carrick-on-Suir Town,Female,Under 1 year,0.0
2013,Carrick-on-Suir Town,Female,1 - 4 years,0.0
2013,Carrick-on-Suir Town,Female,5 - 9 years,0.0
2013,Carrick-on-Suir Town,Female,10 - 14 years,0.0
2013,Carrick-on-Suir Town,Female,15 - 19 years,0.0
2013,Carrick-on-Suir Town,Female,20 - 24 years,0.0
2013,Carrick-on-Suir Town,Female,25 - 29 years,0.0
2013,Carrick-on-Suir Town,Female,30 - 34 years,0.0
2013,Carrick-on-Suir Town,Female,35 - 39 years,1.0
2013,Carrick-on-Suir Town,Female,40 - 44 years,0.0
2013,Carrick-on-Suir Town,Female,45 - 49 years,0.0
2013,Carrick-on-Suir Town,Female,50 - 54 years,0.0
2013,Carrick-on-Suir Town,Female,55 - 59 years,3.0
2013,Carrick-on-Suir Town,Female,60 - 64 years,1.0
2013,Carrick-on-Suir Town,Female,65 - 69 years,1.0
2013,Carrick-on-Suir Town,Female,70 - 74 years,3.0
2013,Carrick-on-Suir Town,Female,75 - 79 years,3.0
2013,Carrick-on-Suir Town,Female,80 - 84 years,10.0
2013,Carrick-on-Suir Town,Female,85 years and over,12.0
2013,Carrick-on-Suir Town,Female,All ages,34.0
2013,Cashel Town,Both sexes,Under 1 year,0.0
2013,Cashel Town,Both sexes,1 - 4 years,0.0
2013,Cashel Town,Both sexes,5 - 9 years,0.0
2013,Cashel Town,Both sexes,10 - 14 years,0.0
2013,Cashel Town,Both sexes,15 - 19 years,0.0
2013,Cashel Town,Both sexes,20 - 24 years,1.0
2013,Cashel Town,Both sexes,25 - 29 years,0.0
2013,Cashel Town,Both sexes,30 - 34 years,0.0
2013,Cashel Town,Both sexes,35 - 39 years,1.0
2013,Cashel Town,Both sexes,40 - 44 years,0.0
2013,Cashel Town,Both sexes,45 - 49 years,1.0
2013,Cashel Town,Both sexes,50 - 54 years,1.0
2013,Cashel Town,Both sexes,55 - 59 years,1.0
2013,Cashel Town,Both sexes,60 - 64 years,3.0
2013,Cashel Town,Both sexes,65 - 69 years,5.0
2013,Cashel Town,Both sexes,70 - 74 years,4.0
2013,Cashel Town,Both sexes,75 - 79 years,6.0
2013,Cashel Town,Both sexes,80 - 84 years,7.0
2013,Cashel Town,Both sexes,85 years and over,13.0
2013,Cashel Town,Both sexes,All ages,43.0
2013,Cashel Town,Male,Under 1 year,0.0
2013,Cashel Town,Male,1 - 4 years,0.0
2013,Cashel Town,Male,5 - 9 years,0.0
2013,Cashel Town,Male,10 - 14 years,0.0
2013,Cashel Town,Male,15 - 19 years,0.0
2013,Cashel Town,Male,20 - 24 years,1.0
2013,Cashel Town,Male,25 - 29 years,0.0
2013,Cashel Town,Male,30 - 34 years,0.0
2013,Cashel Town,Male,35 - 39 years,1.0
2013,Cashel Town,Male,40 - 44 years,0.0
2013,Cashel Town,Male,45 - 49 years,0.0
2013,Cashel Town,Male,50 - 54 years,1.0
2013,Cashel Town,Male,55 - 59 years,1.0
2013,Cashel Town,Male,60 - 64 years,0.0
2013,Cashel Town,Male,65 - 69 years,3.0
2013,Cashel Town,Male,70 - 74 years,2.0
2013,Cashel Town,Male,75 - 79 years,4.0
2013,Cashel Town,Male,80 - 84 years,4.0
2013,Cashel Town,Male,85 years and over,2.0
2013,Cashel Town,Male,All ages,19.0
2013,Cashel Town,Female,Under 1 year,0.0
2013,Cashel Town,Female,1 - 4 years,0.0
2013,Cashel Town,Female,5 - 9 years,0.0
2013,Cashel Town,Female,10 - 14 years,0.0
2013,Cashel Town,Female,15 - 19 years,0.0
2013,Cashel Town,Female,20 - 24 years,0.0
2013,Cashel Town,Female,25 - 29 years,0.0
2013,Cashel Town,Female,30 - 34 years,0.0
2013,Cashel Town,Female,35 - 39 years,0.0
2013,Cashel Town,Female,40 - 44 years,0.0
2013,Cashel Town,Female,45 - 49 years,1.0
2013,Cashel Town,Female,50 - 54 years,0.0
2013,Cashel Town,Female,55 - 59 years,0.0
2013,Cashel Town,Female,60 - 64 years,3.0
2013,Cashel Town,Female,65 - 69 years,2.0
2013,Cashel Town,Female,70 - 74 years,2.0
2013,Cashel Town,Female,75 - 79 years,2.0
2013,Cashel Town,Female,80 - 84 years,3.0
2013,Cashel Town,Female,85 years and over,11.0
2013,Cashel Town,Female,All ages,24.0
2013,Clonmel Borough,Both sexes,Under 1 year,0.0
2013,Clonmel Borough,Both sexes,1 - 4 years,0.0
2013,Clonmel Borough,Both sexes,5 - 9 years,0.0
2013,Clonmel Borough,Both sexes,10 - 14 years,0.0
2013,Clonmel Borough,Both sexes,15 - 19 years,0.0
2013,Clonmel Borough,Both sexes,20 - 24 years,0.0
2013,Clonmel Borough,Both sexes,25 - 29 years,1.0
2013,Clonmel Borough,Both sexes,30 - 34 years,2.0
2013,Clonmel Borough,Both sexes,35 - 39 years,4.0
2013,Clonmel Borough,Both sexes,40 - 44 years,0.0
2013,Clonmel Borough,Both sexes,45 - 49 years,4.0
2013,Clonmel Borough,Both sexes,50 - 54 years,9.0
2013,Clonmel Borough,Both sexes,55 - 59 years,6.0
2013,Clonmel Borough,Both sexes,60 - 64 years,6.0
2013,Clonmel Borough,Both sexes,65 - 69 years,15.0
2013,Clonmel Borough,Both sexes,70 - 74 years,12.0
2013,Clonmel Borough,Both sexes,75 - 79 years,22.0
2013,Clonmel Borough,Both sexes,80 - 84 years,28.0
2013,Clonmel Borough,Both sexes,85 years and over,51.0
2013,Clonmel Borough,Both sexes,All ages,160.0
2013,Clonmel Borough,Male,Under 1 year,0.0
2013,Clonmel Borough,Male,1 - 4 years,0.0
2013,Clonmel Borough,Male,5 - 9 years,0.0
2013,Clonmel Borough,Male,10 - 14 years,0.0
2013,Clonmel Borough,Male,15 - 19 years,0.0
2013,Clonmel Borough,Male,20 - 24 years,0.0
2013,Clonmel Borough,Male,25 - 29 years,0.0
2013,Clonmel Borough,Male,30 - 34 years,2.0
2013,Clonmel Borough,Male,35 - 39 years,3.0
2013,Clonmel Borough,Male,40 - 44 years,0.0
2013,Clonmel Borough,Male,45 - 49 years,3.0
2013,Clonmel Borough,Male,50 - 54 years,8.0
2013,Clonmel Borough,Male,55 - 59 years,2.0
2013,Clonmel Borough,Male,60 - 64 years,6.0
2013,Clonmel Borough,Male,65 - 69 years,12.0
2013,Clonmel Borough,Male,70 - 74 years,6.0
2013,Clonmel Borough,Male,75 - 79 years,14.0
2013,Clonmel Borough,Male,80 - 84 years,13.0
2013,Clonmel Borough,Male,85 years and over,19.0
2013,Clonmel Borough,Male,All ages,88.0
2013,Clonmel Borough,Female,Under 1 year,0.0
2013,Clonmel Borough,Female,1 - 4 years,0.0
2013,Clonmel Borough,Female,5 - 9 years,0.0
2013,Clonmel Borough,Female,10 - 14 years,0.0
2013,Clonmel Borough,Female,15 - 19 years,0.0
2013,Clonmel Borough,Female,20 - 24 years,0.0
2013,Clonmel Borough,Female,25 - 29 years,1.0
2013,Clonmel Borough,Female,30 - 34 years,0.0
2013,Clonmel Borough,Female,35 - 39 years,1.0
2013,Clonmel Borough,Female,40 - 44 years,0.0
2013,Clonmel Borough,Female,45 - 49 years,1.0
2013,Clonmel Borough,Female,50 - 54 years,1.0
2013,Clonmel Borough,Female,55 - 59 years,4.0
2013,Clonmel Borough,Female,60 - 64 years,0.0
2013,Clonmel Borough,Female,65 - 69 years,3.0
2013,Clonmel Borough,Female,70 - 74 years,6.0
2013,Clonmel Borough,Female,75 - 79 years,8.0
2013,Clonmel Borough,Female,80 - 84 years,15.0
2013,Clonmel Borough,Female,85 years and over,32.0
2013,Clonmel Borough,Female,All ages,72.0
2013,Tipperary Town,Both sexes,Under 1 year,0.0
2013,Tipperary Town,Both sexes,1 - 4 years,0.0
2013,Tipperary Town,Both sexes,5 - 9 years,0.0
2013,Tipperary Town,Both sexes,10 - 14 years,0.0
2013,Tipperary Town,Both sexes,15 - 19 years,0.0
2013,Tipperary Town,Both sexes,20 - 24 years,0.0
2013,Tipperary Town,Both sexes,25 - 29 years,0.0
2013,Tipperary Town,Both sexes,30 - 34 years,0.0
2013,Tipperary Town,Both sexes,35 - 39 years,0.0
2013,Tipperary Town,Both sexes,40 - 44 years,0.0
2013,Tipperary Town,Both sexes,45 - 49 years,1.0
2013,Tipperary Town,Both sexes,50 - 54 years,2.0
2013,Tipperary Town,Both sexes,55 - 59 years,0.0
2013,Tipperary Town,Both sexes,60 - 64 years,3.0
2013,Tipperary Town,Both sexes,65 - 69 years,5.0
2013,Tipperary Town,Both sexes,70 - 74 years,4.0
2013,Tipperary Town,Both sexes,75 - 79 years,6.0
2013,Tipperary Town,Both sexes,80 - 84 years,4.0
2013,Tipperary Town,Both sexes,85 years and over,21.0
2013,Tipperary Town,Both sexes,All ages,46.0
2013,Tipperary Town,Male,Under 1 year,0.0
2013,Tipperary Town,Male,1 - 4 years,0.0
2013,Tipperary Town,Male,5 - 9 years,0.0
2013,Tipperary Town,Male,10 - 14 years,0.0
2013,Tipperary Town,Male,15 - 19 years,0.0
2013,Tipperary Town,Male,20 - 24 years,0.0
2013,Tipperary Town,Male,25 - 29 years,0.0
2013,Tipperary Town,Male,30 - 34 years,0.0
2013,Tipperary Town,Male,35 - 39 years,0.0
2013,Tipperary Town,Male,40 - 44 years,0.0
2013,Tipperary Town,Male,45 - 49 years,1.0
2013,Tipperary Town,Male,50 - 54 years,0.0
2013,Tipperary Town,Male,55 - 59 years,0.0
2013,Tipperary Town,Male,60 - 64 years,1.0
2013,Tipperary Town,Male,65 - 69 years,3.0
2013,Tipperary Town,Male,70 - 74 years,1.0
2013,Tipperary Town,Male,75 - 79 years,3.0
2013,Tipperary Town,Male,80 - 84 years,1.0
2013,Tipperary Town,Male,85 years and over,8.0
2013,Tipperary Town,Male,All ages,18.0
2013,Tipperary Town,Female,Under 1 year,0.0
2013,Tipperary Town,Female,1 - 4 years,0.0
2013,Tipperary Town,Female,5 - 9 years,0.0
2013,Tipperary Town,Female,10 - 14 years,0.0
2013,Tipperary Town,Female,15 - 19 years,0.0
2013,Tipperary Town,Female,20 - 24 years,0.0
2013,Tipperary Town,Female,25 - 29 years,0.0
2013,Tipperary Town,Female,30 - 34 years,0.0
2013,Tipperary Town,Female,35 - 39 years,0.0
2013,Tipperary Town,Female,40 - 44 years,0.0
2013,Tipperary Town,Female,45 - 49 years,0.0
2013,Tipperary Town,Female,50 - 54 years,2.0
2013,Tipperary Town,Female,55 - 59 years,0.0
2013,Tipperary Town,Female,60 - 64 years,2.0
2013,Tipperary Town,Female,65 - 69 years,2.0
2013,Tipperary Town,Female,70 - 74 years,3.0
2013,Tipperary Town,Female,75 - 79 years,3.0
2013,Tipperary Town,Female,80 - 84 years,3.0
2013,Tipperary Town,Female,85 years and over,13.0
2013,Tipperary Town,Female,All ages,28.0
2013,Rest of South Tipperary,Both sexes,Under 1 year,2.0
2013,Rest of South Tipperary,Both sexes,1 - 4 years,1.0
2013,Rest of South Tipperary,Both sexes,5 - 9 years,1.0
2013,Rest of South Tipperary,Both sexes,10 - 14 years,0.0
2013,Rest of South Tipperary,Both sexes,15 - 19 years,2.0
2013,Rest of South Tipperary,Both sexes,20 - 24 years,0.0
2013,Rest of South Tipperary,Both sexes,25 - 29 years,0.0
2013,Rest of South Tipperary,Both sexes,30 - 34 years,2.0
2013,Rest of South Tipperary,Both sexes,35 - 39 years,2.0
2013,Rest of South Tipperary,Both sexes,40 - 44 years,2.0
2013,Rest of South Tipperary,Both sexes,45 - 49 years,11.0
2013,Rest of South Tipperary,Both sexes,50 - 54 years,7.0
2013,Rest of South Tipperary,Both sexes,55 - 59 years,12.0
2013,Rest of South Tipperary,Both sexes,60 - 64 years,31.0
2013,Rest of South Tipperary,Both sexes,65 - 69 years,37.0
2013,Rest of South Tipperary,Both sexes,70 - 74 years,31.0
2013,Rest of South Tipperary,Both sexes,75 - 79 years,52.0
2013,Rest of South Tipperary,Both sexes,80 - 84 years,59.0
2013,Rest of South Tipperary,Both sexes,85 years and over,168.0
2013,Rest of South Tipperary,Both sexes,All ages,420.0
2013,Rest of South Tipperary,Male,Under 1 year,1.0
2013,Rest of South Tipperary,Male,1 - 4 years,1.0
2013,Rest of South Tipperary,Male,5 - 9 years,1.0
2013,Rest of South Tipperary,Male,10 - 14 years,0.0
2013,Rest of South Tipperary,Male,15 - 19 years,1.0
2013,Rest of South Tipperary,Male,20 - 24 years,0.0
2013,Rest of South Tipperary,Male,25 - 29 years,0.0
2013,Rest of South Tipperary,Male,30 - 34 years,1.0
2013,Rest of South Tipperary,Male,35 - 39 years,2.0
2013,Rest of South Tipperary,Male,40 - 44 years,2.0
2013,Rest of South Tipperary,Male,45 - 49 years,8.0
2013,Rest of South Tipperary,Male,50 - 54 years,4.0
2013,Rest of South Tipperary,Male,55 - 59 years,10.0
2013,Rest of South Tipperary,Male,60 - 64 years,21.0
2013,Rest of South Tipperary,Male,65 - 69 years,24.0
2013,Rest of South Tipperary,Male,70 - 74 years,20.0
2013,Rest of South Tipperary,Male,75 - 79 years,37.0
2013,Rest of South Tipperary,Male,80 - 84 years,36.0
2013,Rest of South Tipperary,Male,85 years and over,73.0
2013,Rest of South Tipperary,Male,All ages,242.0
2013,Rest of South Tipperary,Female,Under 1 year,1.0
2013,Rest of South Tipperary,Female,1 - 4 years,0.0
2013,Rest of South Tipperary,Female,5 - 9 years,0.0
2013,Rest of South Tipperary,Female,10 - 14 years,0.0
2013,Rest of South Tipperary,Female,15 - 19 years,1.0
2013,Rest of South Tipperary,Female,20 - 24 years,0.0
2013,Rest of South Tipperary,Female,25 - 29 years,0.0
2013,Rest of South Tipperary,Female,30 - 34 years,1.0
2013,Rest of South Tipperary,Female,35 - 39 years,0.0
2013,Rest of South Tipperary,Female,40 - 44 years,0.0
2013,Rest of South Tipperary,Female,45 - 49 years,3.0
2013,Rest of South Tipperary,Female,50 - 54 years,3.0
2013,Rest of South Tipperary,Female,55 - 59 years,2.0
2013,Rest of South Tipperary,Female,60 - 64 years,10.0
2013,Rest of South Tipperary,Female,65 - 69 years,13.0
2013,Rest of South Tipperary,Female,70 - 74 years,11.0
2013,Rest of South Tipperary,Female,75 - 79 years,15.0
2013,Rest of South Tipperary,Female,80 - 84 years,23.0
2013,Rest of South Tipperary,Female,85 years and over,95.0
2013,Rest of South Tipperary,Female,All ages,178.0
2013,Connacht,Both sexes,Under 1 year,20.0
2013,Connacht,Both sexes,1 - 4 years,7.0
2013,Connacht,Both sexes,5 - 9 years,2.0
2013,Connacht,Both sexes,10 - 14 years,3.0
2013,Connacht,Both sexes,15 - 19 years,4.0
2013,Connacht,Both sexes,20 - 24 years,22.0
2013,Connacht,Both sexes,25 - 29 years,17.0
2013,Connacht,Both sexes,30 - 34 years,21.0
2013,Connacht,Both sexes,35 - 39 years,24.0
2013,Connacht,Both sexes,40 - 44 years,29.0
2013,Connacht,Both sexes,45 - 49 years,60.0
2013,Connacht,Both sexes,50 - 54 years,103.0
2013,Connacht,Both sexes,55 - 59 years,142.0
2013,Connacht,Both sexes,60 - 64 years,223.0
2013,Connacht,Both sexes,65 - 69 years,296.0
2013,Connacht,Both sexes,70 - 74 years,374.0
2013,Connacht,Both sexes,75 - 79 years,469.0
2013,Connacht,Both sexes,80 - 84 years,626.0
2013,Connacht,Both sexes,85 years and over,1434.0
2013,Connacht,Both sexes,All ages,3876.0
2013,Connacht,Male,Under 1 year,10.0
2013,Connacht,Male,1 - 4 years,4.0
2013,Connacht,Male,5 - 9 years,1.0
2013,Connacht,Male,10 - 14 years,3.0
2013,Connacht,Male,15 - 19 years,2.0
2013,Connacht,Male,20 - 24 years,15.0
2013,Connacht,Male,25 - 29 years,13.0
2013,Connacht,Male,30 - 34 years,18.0
2013,Connacht,Male,35 - 39 years,18.0
2013,Connacht,Male,40 - 44 years,18.0
2013,Connacht,Male,45 - 49 years,39.0
2013,Connacht,Male,50 - 54 years,66.0
2013,Connacht,Male,55 - 59 years,87.0
2013,Connacht,Male,60 - 64 years,135.0
2013,Connacht,Male,65 - 69 years,195.0
2013,Connacht,Male,70 - 74 years,234.0
2013,Connacht,Male,75 - 79 years,278.0
2013,Connacht,Male,80 - 84 years,349.0
2013,Connacht,Male,85 years and over,530.0
2013,Connacht,Male,All ages,2015.0
2013,Connacht,Female,Under 1 year,10.0
2013,Connacht,Female,1 - 4 years,3.0
2013,Connacht,Female,5 - 9 years,1.0
2013,Connacht,Female,10 - 14 years,0.0
2013,Connacht,Female,15 - 19 years,2.0
2013,Connacht,Female,20 - 24 years,7.0
2013,Connacht,Female,25 - 29 years,4.0
2013,Connacht,Female,30 - 34 years,3.0
2013,Connacht,Female,35 - 39 years,6.0
2013,Connacht,Female,40 - 44 years,11.0
2013,Connacht,Female,45 - 49 years,21.0
2013,Connacht,Female,50 - 54 years,37.0
2013,Connacht,Female,55 - 59 years,55.0
2013,Connacht,Female,60 - 64 years,88.0
2013,Connacht,Female,65 - 69 years,101.0
2013,Connacht,Female,70 - 74 years,140.0
2013,Connacht,Female,75 - 79 years,191.0
2013,Connacht,Female,80 - 84 years,277.0
2013,Connacht,Female,85 years and over,904.0
2013,Connacht,Female,All ages,1861.0
2013,Galway City,Both sexes,Under 1 year,5.0
2013,Galway City,Both sexes,1 - 4 years,1.0
2013,Galway City,Both sexes,5 - 9 years,0.0
2013,Galway City,Both sexes,10 - 14 years,0.0
2013,Galway City,Both sexes,15 - 19 years,1.0
2013,Galway City,Both sexes,20 - 24 years,2.0
2013,Galway City,Both sexes,25 - 29 years,0.0
2013,Galway City,Both sexes,30 - 34 years,8.0
2013,Galway City,Both sexes,35 - 39 years,6.0
2013,Galway City,Both sexes,40 - 44 years,3.0
2013,Galway City,Both sexes,45 - 49 years,12.0
2013,Galway City,Both sexes,50 - 54 years,4.0
2013,Galway City,Both sexes,55 - 59 years,11.0
2013,Galway City,Both sexes,60 - 64 years,15.0
2013,Galway City,Both sexes,65 - 69 years,25.0
2013,Galway City,Both sexes,70 - 74 years,35.0
2013,Galway City,Both sexes,75 - 79 years,26.0
2013,Galway City,Both sexes,80 - 84 years,47.0
2013,Galway City,Both sexes,85 years and over,107.0
2013,Galway City,Both sexes,All ages,308.0
2013,Galway City,Male,Under 1 year,2.0
